locus_tag,essential,genome
BW25113_2940,FALSE,Escherichia_coli_BW25113
BW25113_3160,FALSE,Escherichia_coli_BW25113
BW25113_3166,FALSE,Escherichia_coli_BW25113
BW25113_3173,FALSE,Escherichia_coli_BW25113
BW25113_3211,FALSE,Escherichia_coli_BW25113
BW25113_3226,FALSE,Escherichia_coli_BW25113
BW25113_3227,FALSE,Escherichia_coli_BW25113
BW25113_3239,FALSE,Escherichia_coli_BW25113
BW25113_3370,FALSE,Escherichia_coli_BW25113
BW25113_3387,FALSE,Escherichia_coli_BW25113
BW25113_3395,FALSE,Escherichia_coli_BW25113
BW25113_3452,FALSE,Escherichia_coli_BW25113
BW25113_3458,FALSE,Escherichia_coli_BW25113
BW25113_3469,FALSE,Escherichia_coli_BW25113
BW25113_3497,FALSE,Escherichia_coli_BW25113
BW25113_3540,FALSE,Escherichia_coli_BW25113
BW25113_3592,FALSE,Escherichia_coli_BW25113
BW25113_3617,FALSE,Escherichia_coli_BW25113
BW25113_3673,FALSE,Escherichia_coli_BW25113
BW25113_3713,FALSE,Escherichia_coli_BW25113
BW25113_3719,FALSE,Escherichia_coli_BW25113
BW25113_3802,FALSE,Escherichia_coli_BW25113
BW25113_3869,FALSE,Escherichia_coli_BW25113
BW25113_3870,FALSE,Escherichia_coli_BW25113
BW25113_3908,FALSE,Escherichia_coli_BW25113
BW25113_3926,FALSE,Escherichia_coli_BW25113
BW25113_4031,FALSE,Escherichia_coli_BW25113
BW25113_4036,FALSE,Escherichia_coli_BW25113
BW25113_4050,FALSE,Escherichia_coli_BW25113
BW25113_4174,FALSE,Escherichia_coli_BW25113
BW25113_4243,FALSE,Escherichia_coli_BW25113
BW25113_4291,FALSE,Escherichia_coli_BW25113
BW25113_4320,FALSE,Escherichia_coli_BW25113
BW25113_4322,FALSE,Escherichia_coli_BW25113
BW25113_4378,FALSE,Escherichia_coli_BW25113
BW25113_0052,FALSE,Escherichia_coli_BW25113
BW25113_0125,FALSE,Escherichia_coli_BW25113
BW25113_0283,FALSE,Escherichia_coli_BW25113
BW25113_0316,FALSE,Escherichia_coli_BW25113
BW25113_0578,FALSE,Escherichia_coli_BW25113
BW25113_0622,FALSE,Escherichia_coli_BW25113
BW25113_0707,FALSE,Escherichia_coli_BW25113
BW25113_0889,FALSE,Escherichia_coli_BW25113
BW25113_1073,FALSE,Escherichia_coli_BW25113
BW25113_1503,FALSE,Escherichia_coli_BW25113
BW25113_1782,FALSE,Escherichia_coli_BW25113
BW25113_1949,FALSE,Escherichia_coli_BW25113
BW25113_2033,FALSE,Escherichia_coli_BW25113
BW25113_2105,FALSE,Escherichia_coli_BW25113
BW25113_2131,FALSE,Escherichia_coli_BW25113
BW25113_2193,FALSE,Escherichia_coli_BW25113
BW25113_2267,FALSE,Escherichia_coli_BW25113
BW25113_2357,FALSE,Escherichia_coli_BW25113
BW25113_2362,FALSE,Escherichia_coli_BW25113
BW25113_2448,FALSE,Escherichia_coli_BW25113
BW25113_2495,FALSE,Escherichia_coli_BW25113
BW25113_2560,FALSE,Escherichia_coli_BW25113
BW25113_2632,FALSE,Escherichia_coli_BW25113
BW25113_2732,FALSE,Escherichia_coli_BW25113
BW25113_2740,FALSE,Escherichia_coli_BW25113
BW25113_2754,FALSE,Escherichia_coli_BW25113
BW25113_2791,FALSE,Escherichia_coli_BW25113
BW25113_2794,FALSE,Escherichia_coli_BW25113
BW25113_2812,FALSE,Escherichia_coli_BW25113
BW25113_2839,FALSE,Escherichia_coli_BW25113
BW25113_2841,FALSE,Escherichia_coli_BW25113
BW25113_2868,FALSE,Escherichia_coli_BW25113
BW25113_2936,FALSE,Escherichia_coli_BW25113
BW25113_2961,FALSE,Escherichia_coli_BW25113
BW25113_3009,FALSE,Escherichia_coli_BW25113
BW25113_3193,FALSE,Escherichia_coli_BW25113
BW25113_3194,FALSE,Escherichia_coli_BW25113
BW25113_3209,FALSE,Escherichia_coli_BW25113
BW25113_3223,FALSE,Escherichia_coli_BW25113
BW25113_3377,FALSE,Escherichia_coli_BW25113
BW25113_3389,FALSE,Escherichia_coli_BW25113
BW25113_3440,FALSE,Escherichia_coli_BW25113
BW25113_3479,FALSE,Escherichia_coli_BW25113
BW25113_3484,FALSE,Escherichia_coli_BW25113
BW25113_3514,FALSE,Escherichia_coli_BW25113
BW25113_3567,FALSE,Escherichia_coli_BW25113
BW25113_3618,FALSE,Escherichia_coli_BW25113
BW25113_3666,FALSE,Escherichia_coli_BW25113
BW25113_3678,FALSE,Escherichia_coli_BW25113
BW25113_3801,FALSE,Escherichia_coli_BW25113
BW25113_3816,FALSE,Escherichia_coli_BW25113
BW25113_3961,FALSE,Escherichia_coli_BW25113
BW25113_4002,FALSE,Escherichia_coli_BW25113
BW25113_4035,FALSE,Escherichia_coli_BW25113
BW25113_4067,FALSE,Escherichia_coli_BW25113
BW25113_4098,FALSE,Escherichia_coli_BW25113
BW25113_4106,FALSE,Escherichia_coli_BW25113
BW25113_4197,FALSE,Escherichia_coli_BW25113
BW25113_4204,FALSE,Escherichia_coli_BW25113
BW25113_4363,FALSE,Escherichia_coli_BW25113
BW25113_4381,FALSE,Escherichia_coli_BW25113
BW25113_4470,FALSE,Escherichia_coli_BW25113
BW25113_0006,FALSE,Escherichia_coli_BW25113
BW25113_0121,FALSE,Escherichia_coli_BW25113
BW25113_0129,FALSE,Escherichia_coli_BW25113
BW25113_0242,FALSE,Escherichia_coli_BW25113
BW25113_0350,FALSE,Escherichia_coli_BW25113
BW25113_0379,FALSE,Escherichia_coli_BW25113
BW25113_0596,FALSE,Escherichia_coli_BW25113
BW25113_0601,FALSE,Escherichia_coli_BW25113
BW25113_0643,FALSE,Escherichia_coli_BW25113
BW25113_0679,FALSE,Escherichia_coli_BW25113
BW25113_0685,FALSE,Escherichia_coli_BW25113
BW25113_0782,FALSE,Escherichia_coli_BW25113
BW25113_0963,FALSE,Escherichia_coli_BW25113
BW25113_0973,FALSE,Escherichia_coli_BW25113
BW25113_0986,FALSE,Escherichia_coli_BW25113
BW25113_1140,FALSE,Escherichia_coli_BW25113
BW25113_1181,FALSE,Escherichia_coli_BW25113
BW25113_1462,FALSE,Escherichia_coli_BW25113
BW25113_1726,FALSE,Escherichia_coli_BW25113
BW25113_1905,FALSE,Escherichia_coli_BW25113
BW25113_2003,FALSE,Escherichia_coli_BW25113
BW25113_2144,FALSE,Escherichia_coli_BW25113
BW25113_2145,FALSE,Escherichia_coli_BW25113
BW25113_2290,FALSE,Escherichia_coli_BW25113
BW25113_2325,FALSE,Escherichia_coli_BW25113
BW25113_2361,FALSE,Escherichia_coli_BW25113
BW25113_2381,FALSE,Escherichia_coli_BW25113
BW25113_2420,FALSE,Escherichia_coli_BW25113
BW25113_2597,FALSE,Escherichia_coli_BW25113
BW25113_2637,FALSE,Escherichia_coli_BW25113
BW25113_2682,FALSE,Escherichia_coli_BW25113
BW25113_2762,FALSE,Escherichia_coli_BW25113
BW25113_2774,FALSE,Escherichia_coli_BW25113
BW25113_2938,FALSE,Escherichia_coli_BW25113
BW25113_2956,FALSE,Escherichia_coli_BW25113
BW25113_3053,FALSE,Escherichia_coli_BW25113
BW25113_3073,FALSE,Escherichia_coli_BW25113
BW25113_3090,FALSE,Escherichia_coli_BW25113
BW25113_3124,FALSE,Escherichia_coli_BW25113
BW25113_3125,FALSE,Escherichia_coli_BW25113
BW25113_3126,FALSE,Escherichia_coli_BW25113
BW25113_3132,FALSE,Escherichia_coli_BW25113
BW25113_3147,FALSE,Escherichia_coli_BW25113
BW25113_3158,FALSE,Escherichia_coli_BW25113
BW25113_3184,FALSE,Escherichia_coli_BW25113
BW25113_3205,FALSE,Escherichia_coli_BW25113
BW25113_3473,FALSE,Escherichia_coli_BW25113
BW25113_3528,FALSE,Escherichia_coli_BW25113
BW25113_3536,FALSE,Escherichia_coli_BW25113
BW25113_3572,FALSE,Escherichia_coli_BW25113
BW25113_3585,FALSE,Escherichia_coli_BW25113
BW25113_3588,FALSE,Escherichia_coli_BW25113
BW25113_3636,FALSE,Escherichia_coli_BW25113
BW25113_3656,FALSE,Escherichia_coli_BW25113
BW25113_3669,FALSE,Escherichia_coli_BW25113
BW25113_3680,FALSE,Escherichia_coli_BW25113
BW25113_3693,FALSE,Escherichia_coli_BW25113
BW25113_3878,FALSE,Escherichia_coli_BW25113
BW25113_4019,FALSE,Escherichia_coli_BW25113
BW25113_4058,FALSE,Escherichia_coli_BW25113
BW25113_4069,FALSE,Escherichia_coli_BW25113
BW25113_4124,FALSE,Escherichia_coli_BW25113
BW25113_4150,FALSE,Escherichia_coli_BW25113
BW25113_4176,FALSE,Escherichia_coli_BW25113
BW25113_4313,FALSE,Escherichia_coli_BW25113
BW25113_4358,FALSE,Escherichia_coli_BW25113
BW25113_0074,FALSE,Escherichia_coli_BW25113
BW25113_0267,FALSE,Escherichia_coli_BW25113
BW25113_0407,FALSE,Escherichia_coli_BW25113
BW25113_0476,FALSE,Escherichia_coli_BW25113
BW25113_0661,FALSE,Escherichia_coli_BW25113
BW25113_0753,FALSE,Escherichia_coli_BW25113
BW25113_0791,FALSE,Escherichia_coli_BW25113
BW25113_0813,FALSE,Escherichia_coli_BW25113
BW25113_0838,FALSE,Escherichia_coli_BW25113
BW25113_0848,FALSE,Escherichia_coli_BW25113
BW25113_0863,FALSE,Escherichia_coli_BW25113
BW25113_1130,FALSE,Escherichia_coli_BW25113
BW25113_1144,FALSE,Escherichia_coli_BW25113
BW25113_1575,FALSE,Escherichia_coli_BW25113
BW25113_1619,FALSE,Escherichia_coli_BW25113
BW25113_2038,FALSE,Escherichia_coli_BW25113
BW25113_2207,FALSE,Escherichia_coli_BW25113
BW25113_2303,FALSE,Escherichia_coli_BW25113
BW25113_2336,FALSE,Escherichia_coli_BW25113
BW25113_2550,FALSE,Escherichia_coli_BW25113
BW25113_2721,FALSE,Escherichia_coli_BW25113
BW25113_2744,FALSE,Escherichia_coli_BW25113
BW25113_2832,FALSE,Escherichia_coli_BW25113
BW25113_2955,FALSE,Escherichia_coli_BW25113
BW25113_2957,FALSE,Escherichia_coli_BW25113
BW25113_3017,FALSE,Escherichia_coli_BW25113
BW25113_3038,FALSE,Escherichia_coli_BW25113
BW25113_3042,FALSE,Escherichia_coli_BW25113
BW25113_3067,TRUE,Escherichia_coli_BW25113
BW25113_3102,FALSE,Escherichia_coli_BW25113
BW25113_3119,FALSE,Escherichia_coli_BW25113
BW25113_3152,FALSE,Escherichia_coli_BW25113
BW25113_3172,FALSE,Escherichia_coli_BW25113
BW25113_3181,FALSE,Escherichia_coli_BW25113
BW25113_3190,FALSE,Escherichia_coli_BW25113
BW25113_3219,FALSE,Escherichia_coli_BW25113
BW25113_3405,FALSE,Escherichia_coli_BW25113
BW25113_3424,FALSE,Escherichia_coli_BW25113
BW25113_3569,FALSE,Escherichia_coli_BW25113
BW25113_3582,FALSE,Escherichia_coli_BW25113
BW25113_3590,FALSE,Escherichia_coli_BW25113
BW25113_3641,FALSE,Escherichia_coli_BW25113
BW25113_3679,FALSE,Escherichia_coli_BW25113
BW25113_3718,FALSE,Escherichia_coli_BW25113
BW25113_3788,FALSE,Escherichia_coli_BW25113
BW25113_3891,FALSE,Escherichia_coli_BW25113
BW25113_4114,FALSE,Escherichia_coli_BW25113
BW25113_4117,FALSE,Escherichia_coli_BW25113
BW25113_4153,FALSE,Escherichia_coli_BW25113
BW25113_4166,FALSE,Escherichia_coli_BW25113
BW25113_4277,FALSE,Escherichia_coli_BW25113
BW25113_4331,FALSE,Escherichia_coli_BW25113
BW25113_4463,FALSE,Escherichia_coli_BW25113
BW25113_4471,FALSE,Escherichia_coli_BW25113
BW25113_4568,FALSE,Escherichia_coli_BW25113
BW25113_0043,FALSE,Escherichia_coli_BW25113
BW25113_0073,FALSE,Escherichia_coli_BW25113
BW25113_0170,TRUE,Escherichia_coli_BW25113
BW25113_0272,FALSE,Escherichia_coli_BW25113
BW25113_0324,FALSE,Escherichia_coli_BW25113
BW25113_0456,FALSE,Escherichia_coli_BW25113
BW25113_0494,FALSE,Escherichia_coli_BW25113
BW25113_0527,FALSE,Escherichia_coli_BW25113
BW25113_0595,FALSE,Escherichia_coli_BW25113
BW25113_0736,FALSE,Escherichia_coli_BW25113
BW25113_0785,FALSE,Escherichia_coli_BW25113
BW25113_0880,FALSE,Escherichia_coli_BW25113
BW25113_1037,FALSE,Escherichia_coli_BW25113
BW25113_1060,FALSE,Escherichia_coli_BW25113
BW25113_1067,FALSE,Escherichia_coli_BW25113
BW25113_1430,FALSE,Escherichia_coli_BW25113
BW25113_1586,FALSE,Escherichia_coli_BW25113
BW25113_1824,FALSE,Escherichia_coli_BW25113
BW25113_2066,FALSE,Escherichia_coli_BW25113
BW25113_2127,FALSE,Escherichia_coli_BW25113
BW25113_2306,FALSE,Escherichia_coli_BW25113
BW25113_2685,FALSE,Escherichia_coli_BW25113
BW25113_2809,FALSE,Escherichia_coli_BW25113
BW25113_2823,FALSE,Escherichia_coli_BW25113
BW25113_2853,FALSE,Escherichia_coli_BW25113
BW25113_2905,FALSE,Escherichia_coli_BW25113
BW25113_3198,FALSE,Escherichia_coli_BW25113
BW25113_3247,FALSE,Escherichia_coli_BW25113
BW25113_3365,FALSE,Escherichia_coli_BW25113
BW25113_3663,FALSE,Escherichia_coli_BW25113
BW25113_3667,FALSE,Escherichia_coli_BW25113
BW25113_3750,FALSE,Escherichia_coli_BW25113
BW25113_3771,FALSE,Escherichia_coli_BW25113
BW25113_3787,FALSE,Escherichia_coli_BW25113
BW25113_3803,FALSE,Escherichia_coli_BW25113
BW25113_3875,FALSE,Escherichia_coli_BW25113
BW25113_3992,FALSE,Escherichia_coli_BW25113
BW25113_3993,FALSE,Escherichia_coli_BW25113
BW25113_4055,FALSE,Escherichia_coli_BW25113
BW25113_4187,FALSE,Escherichia_coli_BW25113
BW25113_4191,FALSE,Escherichia_coli_BW25113
BW25113_4193,FALSE,Escherichia_coli_BW25113
BW25113_4249,FALSE,Escherichia_coli_BW25113
BW25113_4317,FALSE,Escherichia_coli_BW25113
BW25113_4330,FALSE,Escherichia_coli_BW25113
BW25113_4349,FALSE,Escherichia_coli_BW25113
BW25113_4543,FALSE,Escherichia_coli_BW25113
BW25113_4544,FALSE,Escherichia_coli_BW25113
BW25113_4572,FALSE,Escherichia_coli_BW25113
BW25113_0096,TRUE,Escherichia_coli_BW25113
BW25113_0111,FALSE,Escherichia_coli_BW25113
BW25113_0197,FALSE,Escherichia_coli_BW25113
BW25113_0271,FALSE,Escherichia_coli_BW25113
BW25113_0304,FALSE,Escherichia_coli_BW25113
BW25113_0320,FALSE,Escherichia_coli_BW25113
BW25113_0343,FALSE,Escherichia_coli_BW25113
BW25113_0477,FALSE,Escherichia_coli_BW25113
BW25113_0505,FALSE,Escherichia_coli_BW25113
BW25113_0594,FALSE,Escherichia_coli_BW25113
BW25113_0638,FALSE,Escherichia_coli_BW25113
BW25113_0644,FALSE,Escherichia_coli_BW25113
BW25113_0714,FALSE,Escherichia_coli_BW25113
BW25113_0875,FALSE,Escherichia_coli_BW25113
BW25113_0881,FALSE,Escherichia_coli_BW25113
BW25113_0970,FALSE,Escherichia_coli_BW25113
BW25113_1320,FALSE,Escherichia_coli_BW25113
BW25113_1584,FALSE,Escherichia_coli_BW25113
BW25113_1760,FALSE,Escherichia_coli_BW25113
BW25113_1775,FALSE,Escherichia_coli_BW25113
BW25113_1798,FALSE,Escherichia_coli_BW25113
BW25113_1904,FALSE,Escherichia_coli_BW25113
BW25113_2013,FALSE,Escherichia_coli_BW25113
BW25113_2106,FALSE,Escherichia_coli_BW25113
BW25113_2202,FALSE,Escherichia_coli_BW25113
BW25113_2289,FALSE,Escherichia_coli_BW25113
BW25113_2351,FALSE,Escherichia_coli_BW25113
BW25113_2387,FALSE,Escherichia_coli_BW25113
BW25113_2408,FALSE,Escherichia_coli_BW25113
BW25113_2579,FALSE,Escherichia_coli_BW25113
BW25113_2600,FALSE,Escherichia_coli_BW25113
BW25113_2677,FALSE,Escherichia_coli_BW25113
BW25113_2722,FALSE,Escherichia_coli_BW25113
BW25113_2755,FALSE,Escherichia_coli_BW25113
BW25113_2769,FALSE,Escherichia_coli_BW25113
BW25113_2834,FALSE,Escherichia_coli_BW25113
BW25113_2867,FALSE,Escherichia_coli_BW25113
BW25113_2912,FALSE,Escherichia_coli_BW25113
BW25113_2937,FALSE,Escherichia_coli_BW25113
BW25113_2994,FALSE,Escherichia_coli_BW25113
BW25113_3031,FALSE,Escherichia_coli_BW25113
BW25113_3034,FALSE,Escherichia_coli_BW25113
BW25113_3114,FALSE,Escherichia_coli_BW25113
BW25113_3144,FALSE,Escherichia_coli_BW25113
BW25113_3391,FALSE,Escherichia_coli_BW25113
BW25113_3393,FALSE,Escherichia_coli_BW25113
BW25113_3417,FALSE,Escherichia_coli_BW25113
BW25113_3428,FALSE,Escherichia_coli_BW25113
BW25113_3467,FALSE,Escherichia_coli_BW25113
BW25113_3519,FALSE,Escherichia_coli_BW25113
BW25113_3712,FALSE,Escherichia_coli_BW25113
BW25113_3824,FALSE,Escherichia_coli_BW25113
BW25113_3827,FALSE,Escherichia_coli_BW25113
BW25113_3860,FALSE,Escherichia_coli_BW25113
BW25113_3957,FALSE,Escherichia_coli_BW25113
BW25113_4039,FALSE,Escherichia_coli_BW25113
BW25113_4101,FALSE,Escherichia_coli_BW25113
BW25113_4127,FALSE,Escherichia_coli_BW25113
BW25113_4263,FALSE,Escherichia_coli_BW25113
BW25113_4304,FALSE,Escherichia_coli_BW25113
BW25113_4354,FALSE,Escherichia_coli_BW25113
BW25113_4371,FALSE,Escherichia_coli_BW25113
BW25113_4383,FALSE,Escherichia_coli_BW25113
BW25113_0039,FALSE,Escherichia_coli_BW25113
BW25113_0069,FALSE,Escherichia_coli_BW25113
BW25113_0122,FALSE,Escherichia_coli_BW25113
BW25113_0285,FALSE,Escherichia_coli_BW25113
BW25113_0311,FALSE,Escherichia_coli_BW25113
BW25113_0313,FALSE,Escherichia_coli_BW25113
BW25113_0330,FALSE,Escherichia_coli_BW25113
BW25113_0337,FALSE,Escherichia_coli_BW25113
BW25113_0340,FALSE,Escherichia_coli_BW25113
BW25113_0368,FALSE,Escherichia_coli_BW25113
BW25113_0410,FALSE,Escherichia_coli_BW25113
BW25113_0419,FALSE,Escherichia_coli_BW25113
BW25113_0445,FALSE,Escherichia_coli_BW25113
BW25113_0449,FALSE,Escherichia_coli_BW25113
BW25113_0617,FALSE,Escherichia_coli_BW25113
BW25113_0767,FALSE,Escherichia_coli_BW25113
BW25113_0819,FALSE,Escherichia_coli_BW25113
BW25113_0825,FALSE,Escherichia_coli_BW25113
BW25113_0835,FALSE,Escherichia_coli_BW25113
BW25113_0846,FALSE,Escherichia_coli_BW25113
BW25113_0885,FALSE,Escherichia_coli_BW25113
BW25113_0906,FALSE,Escherichia_coli_BW25113
BW25113_1023,FALSE,Escherichia_coli_BW25113
BW25113_1056,FALSE,Escherichia_coli_BW25113
BW25113_1177,FALSE,Escherichia_coli_BW25113
BW25113_1219,FALSE,Escherichia_coli_BW25113
BW25113_1777,FALSE,Escherichia_coli_BW25113
BW25113_1967,FALSE,Escherichia_coli_BW25113
BW25113_2009,FALSE,Escherichia_coli_BW25113
BW25113_2166,FALSE,Escherichia_coli_BW25113
BW25113_2229,FALSE,Escherichia_coli_BW25113
BW25113_2479,FALSE,Escherichia_coli_BW25113
BW25113_2485,FALSE,Escherichia_coli_BW25113
BW25113_2536,FALSE,Escherichia_coli_BW25113
BW25113_2630,FALSE,Escherichia_coli_BW25113
BW25113_2633,FALSE,Escherichia_coli_BW25113
BW25113_2671,FALSE,Escherichia_coli_BW25113
BW25113_2687,FALSE,Escherichia_coli_BW25113
BW25113_2717,FALSE,Escherichia_coli_BW25113
BW25113_2731,FALSE,Escherichia_coli_BW25113
BW25113_2785,FALSE,Escherichia_coli_BW25113
BW25113_2818,FALSE,Escherichia_coli_BW25113
BW25113_2844,FALSE,Escherichia_coli_BW25113
BW25113_2910,FALSE,Escherichia_coli_BW25113
BW25113_2919,FALSE,Escherichia_coli_BW25113
BW25113_2991,FALSE,Escherichia_coli_BW25113
BW25113_3033,FALSE,Escherichia_coli_BW25113
BW25113_3057,FALSE,Escherichia_coli_BW25113
BW25113_3059,FALSE,Escherichia_coli_BW25113
BW25113_3079,FALSE,Escherichia_coli_BW25113
BW25113_3127,FALSE,Escherichia_coli_BW25113
BW25113_3146,TRUE,Escherichia_coli_BW25113
BW25113_3204,FALSE,Escherichia_coli_BW25113
BW25113_3498,FALSE,Escherichia_coli_BW25113
BW25113_3538,FALSE,Escherichia_coli_BW25113
BW25113_3581,FALSE,Escherichia_coli_BW25113
BW25113_3765,FALSE,Escherichia_coli_BW25113
BW25113_3817,FALSE,Escherichia_coli_BW25113
BW25113_3828,FALSE,Escherichia_coli_BW25113
BW25113_3867,FALSE,Escherichia_coli_BW25113
BW25113_3931,FALSE,Escherichia_coli_BW25113
BW25113_3940,FALSE,Escherichia_coli_BW25113
BW25113_3947,FALSE,Escherichia_coli_BW25113
BW25113_4051,FALSE,Escherichia_coli_BW25113
BW25113_4079,FALSE,Escherichia_coli_BW25113
BW25113_4100,FALSE,Escherichia_coli_BW25113
BW25113_4210,FALSE,Escherichia_coli_BW25113
BW25113_4219,FALSE,Escherichia_coli_BW25113
BW25113_4323,FALSE,Escherichia_coli_BW25113
BW25113_4394,FALSE,Escherichia_coli_BW25113
BW25113_4400,FALSE,Escherichia_coli_BW25113
BW25113_4477,FALSE,Escherichia_coli_BW25113
BW25113_0007,FALSE,Escherichia_coli_BW25113
BW25113_0037,FALSE,Escherichia_coli_BW25113
BW25113_0066,FALSE,Escherichia_coli_BW25113
BW25113_0117,FALSE,Escherichia_coli_BW25113
BW25113_0190,FALSE,Escherichia_coli_BW25113
BW25113_0252,FALSE,Escherichia_coli_BW25113
BW25113_0262,FALSE,Escherichia_coli_BW25113
BW25113_0314,FALSE,Escherichia_coli_BW25113
BW25113_0376,FALSE,Escherichia_coli_BW25113
BW25113_0458,FALSE,Escherichia_coli_BW25113
BW25113_0493,FALSE,Escherichia_coli_BW25113
BW25113_0613,FALSE,Escherichia_coli_BW25113
BW25113_0623,FALSE,Escherichia_coli_BW25113
BW25113_0780,FALSE,Escherichia_coli_BW25113
BW25113_0807,FALSE,Escherichia_coli_BW25113
BW25113_0859,FALSE,Escherichia_coli_BW25113
BW25113_0867,FALSE,Escherichia_coli_BW25113
BW25113_0972,FALSE,Escherichia_coli_BW25113
BW25113_0975,FALSE,Escherichia_coli_BW25113
BW25113_1008,FALSE,Escherichia_coli_BW25113
BW25113_1070,FALSE,Escherichia_coli_BW25113
BW25113_1295,FALSE,Escherichia_coli_BW25113
BW25113_1319,FALSE,Escherichia_coli_BW25113
BW25113_1332,FALSE,Escherichia_coli_BW25113
BW25113_1498,FALSE,Escherichia_coli_BW25113
BW25113_1559,FALSE,Escherichia_coli_BW25113
BW25113_1643,FALSE,Escherichia_coli_BW25113
BW25113_1970,FALSE,Escherichia_coli_BW25113
BW25113_2007,FALSE,Escherichia_coli_BW25113
BW25113_2092,FALSE,Escherichia_coli_BW25113
BW25113_2094,FALSE,Escherichia_coli_BW25113
BW25113_2109,FALSE,Escherichia_coli_BW25113
BW25113_2305,FALSE,Escherichia_coli_BW25113
BW25113_2320,FALSE,Escherichia_coli_BW25113
BW25113_2369,FALSE,Escherichia_coli_BW25113
BW25113_2433,FALSE,Escherichia_coli_BW25113
BW25113_2445,FALSE,Escherichia_coli_BW25113
BW25113_2473,FALSE,Escherichia_coli_BW25113
BW25113_2565,FALSE,Escherichia_coli_BW25113
BW25113_2570,FALSE,Escherichia_coli_BW25113
BW25113_2575,FALSE,Escherichia_coli_BW25113
BW25113_2665,FALSE,Escherichia_coli_BW25113
BW25113_2673,FALSE,Escherichia_coli_BW25113
BW25113_2718,FALSE,Escherichia_coli_BW25113
BW25113_2738,FALSE,Escherichia_coli_BW25113
BW25113_2795,FALSE,Escherichia_coli_BW25113
BW25113_2918,FALSE,Escherichia_coli_BW25113
BW25113_3002,FALSE,Escherichia_coli_BW25113
BW25113_3081,FALSE,Escherichia_coli_BW25113
BW25113_3228,FALSE,Escherichia_coli_BW25113
BW25113_3262,FALSE,Escherichia_coli_BW25113
BW25113_3290,FALSE,Escherichia_coli_BW25113
BW25113_3423,FALSE,Escherichia_coli_BW25113
BW25113_3453,FALSE,Escherichia_coli_BW25113
BW25113_3480,FALSE,Escherichia_coli_BW25113
BW25113_3481,FALSE,Escherichia_coli_BW25113
BW25113_3507,FALSE,Escherichia_coli_BW25113
BW25113_3517,FALSE,Escherichia_coli_BW25113
BW25113_3521,FALSE,Escherichia_coli_BW25113
BW25113_3531,FALSE,Escherichia_coli_BW25113
BW25113_3602,FALSE,Escherichia_coli_BW25113
BW25113_3616,FALSE,Escherichia_coli_BW25113
BW25113_3621,FALSE,Escherichia_coli_BW25113
BW25113_3842,FALSE,Escherichia_coli_BW25113
BW25113_4094,FALSE,Escherichia_coli_BW25113
BW25113_4110,FALSE,Escherichia_coli_BW25113
BW25113_4113,FALSE,Escherichia_coli_BW25113
BW25113_4171,FALSE,Escherichia_coli_BW25113
BW25113_4208,FALSE,Escherichia_coli_BW25113
BW25113_4231,FALSE,Escherichia_coli_BW25113
BW25113_4248,FALSE,Escherichia_coli_BW25113
BW25113_4359,FALSE,Escherichia_coli_BW25113
BW25113_4374,FALSE,Escherichia_coli_BW25113
BW25113_4377,FALSE,Escherichia_coli_BW25113
BW25113_4395,FALSE,Escherichia_coli_BW25113
BW25113_0028,FALSE,Escherichia_coli_BW25113
BW25113_0128,FALSE,Escherichia_coli_BW25113
BW25113_0146,FALSE,Escherichia_coli_BW25113
BW25113_0150,FALSE,Escherichia_coli_BW25113
BW25113_0260,FALSE,Escherichia_coli_BW25113
BW25113_0333,FALSE,Escherichia_coli_BW25113
BW25113_0398,FALSE,Escherichia_coli_BW25113
BW25113_0483,FALSE,Escherichia_coli_BW25113
BW25113_0489,FALSE,Escherichia_coli_BW25113
BW25113_0513,FALSE,Escherichia_coli_BW25113
BW25113_0535,FALSE,Escherichia_coli_BW25113
BW25113_0537,FALSE,Escherichia_coli_BW25113
BW25113_0593,FALSE,Escherichia_coli_BW25113
BW25113_0692,FALSE,Escherichia_coli_BW25113
BW25113_0796,FALSE,Escherichia_coli_BW25113
BW25113_0806,FALSE,Escherichia_coli_BW25113
BW25113_0861,FALSE,Escherichia_coli_BW25113
BW25113_0862,FALSE,Escherichia_coli_BW25113
BW25113_0907,FALSE,Escherichia_coli_BW25113
BW25113_0925,FALSE,Escherichia_coli_BW25113
BW25113_0941,FALSE,Escherichia_coli_BW25113
BW25113_0990,FALSE,Escherichia_coli_BW25113
BW25113_1024,FALSE,Escherichia_coli_BW25113
BW25113_1038,FALSE,Escherichia_coli_BW25113
BW25113_1041,FALSE,Escherichia_coli_BW25113
BW25113_1194,FALSE,Escherichia_coli_BW25113
BW25113_1869,FALSE,Escherichia_coli_BW25113
BW25113_2162,FALSE,Escherichia_coli_BW25113
BW25113_2209,FALSE,Escherichia_coli_BW25113
BW25113_2385,FALSE,Escherichia_coli_BW25113
BW25113_2488,FALSE,Escherichia_coli_BW25113
BW25113_2490,FALSE,Escherichia_coli_BW25113
BW25113_2503,FALSE,Escherichia_coli_BW25113
BW25113_2540,FALSE,Escherichia_coli_BW25113
BW25113_2544,FALSE,Escherichia_coli_BW25113
BW25113_2561,FALSE,Escherichia_coli_BW25113
BW25113_2664,FALSE,Escherichia_coli_BW25113
BW25113_2726,FALSE,Escherichia_coli_BW25113
BW25113_2805,FALSE,Escherichia_coli_BW25113
BW25113_2876,FALSE,Escherichia_coli_BW25113
BW25113_2879,FALSE,Escherichia_coli_BW25113
